0.4;0
0.463;0
0.536;0
0.621;0
0.719;0
0.833;0
0.965;0
1.117;0
1.294;0
1.499;0
1.736;0
2.01;0
2.328;0
2.696;0
3.122;0
3.615;0
4.187;0
4.849;0
5.615;0
6.503;0
7.531;0
8.721;0
10.1;0
11.696;0
13.545;0
15.686;0
18.166;0
21.037;0
24.363;0
28.214;0
32.674;0
37.84;0
43.821;0
50.748;0.075
58.771;0.584
68.061;1.232
78.82;1.733
91.28;2.042
105.709;2.325
122.42;2.83
141.772;3.746
164.183;5.118
190.137;6.818
220.194;8.58
255.002;10.07
295.312;10.97
341.995;11.059
396.058;10.261
458.666;8.674
531.172;6.554
615.139;4.268
712.379;2.224
824.992;0.768
955.406;0.069
1106.435;0
1281.34;0
1483.893;0
1718.466;0
1990.119;0
2304.716;0
2669.043;0
3090.964;0
3579.581;0
4145.438;0
4800.746;0
5559.644;0
6438.508;0
7456.302;0
8634.988;0
10000;0
