320	5,224.56	4,222.52	3,515.81	2,878.25	77,902.6	2,177.24	1,623.24	1,429.25	1,367.08	1,518.61	1,236.06	1,270.54	1,195.78	1,137.74	1,316	1,246.37	962.006	821.44	934.338	674.875	715.261	528.86	586.71	600.274	448.189	650.331	531.109	517.189	541.676	500.22	431.135	463.111	472.063	390.606	455.744	519.154	402.024	507.485	465.254	539.073	575.221	487.771	373.429	375.199	451.354	539.802	562.923	422.529	507.903	500.061	555.429
325	6,890.98	6,049.16	5,832.77	4,755.75	4,266.54	91,456.8	2,335.19	1,792.66	1,231.48	1,456.61	1,429.71	1,119.97	1,400.37	1,171.77	1,052.8	1,058.95	1,035.63	887.461	739.521	639.491	623.29	663.024	427.133	430.413	524.936	482.986	568.785	621.719	510.897	427.892	483.359	467.786	457.492	431.126	465.228	567.231	519.851	584.406	514.862	460.423	522.581	464.976	432.513	551.116	522.135	510.117	500.964	493.249	586.488	505.886	467.77
330	10,326.8	10,190.5	9,663.24	8,335.01	7,115.56	6,023.02	127,292	2,947.44	1,555.17	1,358.37	1,551.35	1,355.32	1,062.21	1,270.92	1,198.07	1,067.3	1,086.4	828.949	925.956	743.825	613.025	702.773	576.434	549.659	442.783	477.872	622.117	516.705	489.68	526.554	453.235	458.498	404.72	620.371	471.083	491.192	387.062	537.79	455.162	465.222	551.032	447.991	538.093	504.718	492.373	498.854	537.965	511.065	560.639	519.348	528.335
335	12,451.3	15,171.4	14,537.6	13,289.4	12,570.2	10,369.3	8,351.62	170,824	3,287.65	1,859.55	1,130.29	1,339.34	1,278	1,291.5	1,244	1,123.6	922.125	739.663	746.855	626.731	556.662	657.978	671.935	604.466	489.03	586.53	590.378	502.456	442.353	616.147	400.488	443.277	518.057	448.636	395.453	429.773	446.426	378.882	498.844	404.489	481.109	532.883	497.267	527.949	433.118	497.756	507.249	534.817	584.886	572.961	507.605
340	18,009	18,749.6	21,828.4	21,886.7	21,166.1	19,484.5	14,158.9	10,794.7	230,411	3,879.74	1,706.7	1,575.22	1,420.54	1,170.66	1,244.64	1,160.94	931.075	887.022	761.318	960.88	639.437	635.138	593.632	536.884	586.024	487.545	546.802	554.89	540.47	473.317	417.332	463.095	367.488	407.967	438.361	436.465	451.005	461.286	469.757	426.262	476.464	480.679	490.884	488.147	517.022	437.054	475.865	479.731	527.277	592.448	540.963
345	21,464.9	25,520.4	28,252.3	32,015.7	33,233.4	31,585.3	26,418.4	19,443.5	13,695.6	283,595	4,685.32	2,399.35	1,501.82	1,248.53	1,415.05	1,243.85	1,079.94	864.062	701.114	692.953	742.379	685.372	529.365	450.432	596.38	636.057	472.649	511.034	521.139	527.38	500.337	477.239	509.934	425.83	429.075	545.31	476.206	434.758	406.561	369.907	523.132	511.731	642.725	527.015	515.943	466.763	463.653	410.114	559.565	632.758	622.952
350	26,705.3	34,190	40,410.8	43,506.4	48,919.5	47,984.1	44,868	35,112.4	24,654.2	16,811.6	367,750	5,744.28	2,558.61	1,671.84	1,325.44	1,274.13	964.182	917.474	806.678	758.844	744.139	740.371	577.219	461.565	600.414	614.731	628.437	539.711	540.245	526.293	525.603	511.661	485.707	380.968	451.604	529.596	506.293	639.456	454.637	565.855	483.597	528.213	473.554	456.57	640.06	474.501	468.977	544.191	565.236	599.379	576.41
355	35,643.7	44,210.2	52,285.8	59,586.8	66,896.7	70,945.7	67,617.2	57,647.5	43,701.8	30,918.3	21,549.3	478,882	6,875.94	2,861.95	1,822.98	1,432.87	1,195.66	987.785	937.126	833.337	664.136	673.809	662.423	720.426	481.813	544.652	690.634	659.397	509.009	494.292	469.463	501.659	423.225	491.243	470.645	397.119	352.085	444.452	448.308	408.472	435.688	576.324	450.92	599.706	504.023	544.692	471.164	613.029	559.519	565.788	548.678
360	40,573.5	51,736.1	64,131.1	78,394.4	89,843.7	97,845.2	95,218.2	86,956.9	72,206.4	55,096.6	37,776	24,906.4	639,802	8,405.42	3,153.13	1,588.25	1,295.88	1,017.06	923.453	748.905	709.629	791.032	609.858	590.747	620.596	571.644	616.652	693.24	601.239	573.256	379.746	408.198	467.487	443.226	402.207	523.955	499.854	471.073	432.201	453.494	482.18	529.341	491.055	440.96	534.457	461.48	519.25	581.828	501.331	619.885	536.794
365	44,781.1	62,592.5	78,228.4	94,630.3	113,075	125,118	131,337	127,790	110,665	88,187.6	66,778	45,518.2	32,621.2	815,677	10,129.7	3,833.86	1,984.01	1,424	1,083.88	884.14	755.514	753.473	696.015	516.278	524.337	572.359	554.786	560.394	682.766	645.058	508.996	600.347	448.63	357.848	475.465	591.091	479.921	525.14	493.937	453.356	535.301	558.144	502.825	491.125	523.269	479.075	506.444	631.734	481.97	612.908	651.004
370	56,478.1	74,549	93,809.2	116,747	141,728	162,330	172,718	176,772	159,327	135,477	107,959	81,777.7	58,435.9	40,135	1.02185e+06	13,076.1	4,293.57	2,154.95	1,153.83	914.732	750.535	813.17	667.367	536.229	548.949	618.907	659.521	660.48	606.95	656.513	595.435	482.402	543.322	393.441	434.829	547.135	446.179	476.793	520.669	604.911	602.366	488.168	478.919	527.827	589.157	393.928	520.242	587.512	578.647	663.839	597.363
375	64,275	83,519.5	108,841	140,426	166,778	197,720	219,356	228,414	217,231	195,668	163,417	132,368	98,630.9	69,282.5	47,041.7	1.1876e+06	15,499.5	4,699.23	2,234.37	1,365.68	889.072	814.578	685.132	696.951	580.266	577.658	660.128	575.039	652.701	495.028	573.97	699.392	466.828	416.445	452.835	502.032	549.504	536.129	547.379	509.888	423.425	523.321	555.791	505.225	524	461.516	475.374	766.159	501.945	667.572	698.236
380	72,272.6	95,486.6	120,718	157,118	195,523	232,303	263,296	283,724	284,767	262,868	231,483	197,818	158,926	117,738	79,826.3	54,235.4	1.35678e+06	17,934.2	5,122.09	2,341.69	1,462.53	1,018.57	811.243	713.996	621.744	645.278	652.405	622.86	663.455	547.617	470.174	644.265	622.566	609.788	416.146	535.807	554.143	552.438	518.41	587.907	556.746	534.37	573.497	556.422	475.736	733.831	593.452	670.368	676.634	644.709	683.893
385	80,437.3	103,810	137,283	179,752	222,174	266,970	310,305	338,734	348,426	342,491	305,169	272,782	230,132	180,698	132,150	88,105.7	58,765.1	1.53769e+06	18,296.8	5,047.02	2,418.76	1,373.91	1,020.95	789.386	658.04	832.242	622.042	601.253	700.46	625.824	482.886	523.323	786.477	541.087	470.817	580.089	461.159	445.173	584.772	452.84	545.402	452.597	665.685	468.945	492.755	571.025	611.535	683.237	547.259	647.285	723.539
390	84,761.5	112,230	152,814	192,737	244,870	303,106	352,224	399,832	412,607	411,303	394,492	352,723	309,744	260,213	196,992	139,871	93,443.3	58,962.6	1.67978e+06	18,347	5,567.83	2,582.91	1,395.54	956.782	856.375	900.972	712.168	780.696	555.241	655.712	482.932	605.159	470.944	607.868	567.637	613.913	490.714	654.308	541.537	554.544	463.9	564.024	600.755	458.475	640.307	612.128	537.581	517.667	507.469	474.234	671.89
395	93,347.4	119,078	160,330	204,750	264,448	327,905	384,379	437,866	469,538	475,809	458,673	433,095	385,225	332,518	267,330	197,488	135,921	89,252.7	57,443.2	1.73265e+06	18,838.5	5,674.73	2,694.17	1,483.55	926.791	846.027	738.388	703.521	798.62	703.891	554.019	691.658	543.153	473.134	600.001	739.867	538.13	547.6	524.9	594.704	691.535	632.842	597.67	623.899	623.871	569.949	679.538	643.356	644.071	725.457	669.584
400	95,614.4	124,537	164,210	213,724	269,472	335,798	407,882	471,169	513,547	522,733	518,723	495,613	463,219	406,252	334,901	260,539	192,309	129,723	83,807.8	54,193.7	1.76427e+06	18,956.7	5,888.43	2,468.32	1,372.95	1,190.49	816.93	886.507	867.469	709.321	642.168	717.366	627.412	581.088	511.426	751.619	534.509	531.495	481.395	515.864	516.472	644.479	606.916	553.74	595.362	577.009	592.651	630.513	579.38	579.426	718.176
405	96,416.8	129,506	165,220	212,935	274,004	347,054	420,714	496,317	540,865	565,859	564,436	553,638	531,050	483,455	411,231	332,468	249,912	180,516	122,303	80,201.2	53,288.4	1.79648e+06	18,077.4	5,334.43	2,158.01	1,969.47	1,323.89	1,174.49	826.63	833.699	677.052	640.013	559.847	562.879	586.974	833.37	563.873	650.981	623.788	633.615	599.469	614.615	632.213	516.834	516.402	605.735	666.706	740.532	624.341	697.078	636.549
410	97,852.9	120,730	158,349	202,294	256,690	329,706	397,498	473,310	528,552	561,282	570,860	565,883	554,916	515,646	452,196	374,310	297,393	223,706	159,556	109,916	72,781.3	50,195.7	1.58957e+06	14,222.6	5,041.4	2,997.73	1,963.24	1,309.37	1,103.53	831.32	587.139	773.244	617.022	542.39	572.385	567.677	613.244	693.7	725.2	594.32	643.687	632.891	438.188	541.434	570.507	655.144	739.845	505.999	657.489	743.45	812.822
