angle,Int
8.54,0.00174000000000
8.55,0.00174000000000
8.56,0.00174000000000
8.57,0.00175000000000
8.58,0.00175000000000
8.59,0.00176000000000
8.6,0.00176000000000
8.61,0.00177000000000
8.62,0.00178000000000
8.63,0.00178000000000
8.64,0.00179000000000
8.65,0.00180000000000
8.66,0.00181000000000
8.67,0.00182000000000
8.68,0.00183000000000
8.69,0.00185000000000
8.7,0.00186000000000
8.71,0.00188000000000
8.72,0.00189000000000
8.73,0.00191000000000
8.74,0.00193000000000
8.75,0.00195000000000
8.76,0.00197000000000
8.77,0.00199000000000
8.78,0.00202000000000
8.79,0.00204000000000
8.8,0.00207000000000
8.81,0.00210000000000
8.82,0.00213000000000
8.83,0.00217000000000
8.84,0.00221000000000
8.85,0.00224000000000
8.86,0.00229000000000
8.87,0.00233000000000
8.88,0.00238000000000
8.89,0.00243000000000
8.9,0.00249000000000
8.91,0.00255000000000
8.92,0.00261000000000
8.93,0.00268000000000
8.94,0.00276000000000
8.95,0.00284000000000
8.96,0.00293000000000
8.97,0.00302000000000
8.98,0.00313000000000
8.99,0.00324000000000
9,0.00336000000000
9.01,0.00350000000000
9.02,0.00365000000000
9.03,0.00381000000000
9.04,0.00391000000000
9.05,0.00411000000000
9.06,0.00433000000000
9.07,0.00458000000000
9.08,0.00485000000000
9.09,0.00516000000000
9.1,0.00550000000000
9.11,0.00590000000000
9.12,0.00634000000000
9.13,0.00686000000000
9.14,0.00744000000000
9.15,0.00813000000000
9.16,0.00893000000000
9.17,0.00987000000000
9.18,0.01100000000000
9.19,0.01235000000000
9.2,0.01408000000000
9.21,0.01612000000000
9.22,0.01870000000000
9.23,0.02199000000000
9.24,0.02631000000000
9.25,0.03212000000000
9.26,0.04020000000000
9.27,0.05193000000000
9.28,0.07045000000000
9.29,0.10770000000000
9.3,0.21379000000000
9.31,0.51935000000000
9.32,1.13830000000000
9.33,1.81914000000000
9.34,1.90816000000000
9.35,1.57358000000000
9.36,1.12950000000000
9.37,0.62685000000000
9.38,0.28701000000000
9.39,0.13245000000000
9.4,0.07648000000000
9.41,0.05361000000000
9.42,0.04076000000000
9.43,0.03221000000000
9.44,0.02615000000000
9.45,0.02163000000000
9.46,0.01826000000000
9.47,0.01565000000000
9.48,0.01360000000000
9.49,0.01194000000000
9.5,0.01060000000000
9.51,0.00948000000000
9.52,0.00855000000000
9.53,0.00777000000000
9.54,0.00710000000000
9.55,0.00653000000000
9.56,0.00604000000000
9.57,0.00561000000000
9.58,0.00524000000000
9.59,0.00491000000000
9.6,0.00462000000000
9.61,0.00436000000000
9.62,0.00413000000000
9.63,0.00393000000000
9.64,0.00375000000000
9.65,0.00358000000000
9.66,0.00343000000000
9.67,0.00330000000000
9.68,0.00318000000000
9.69,0.00307000000000
9.7,0.00297000000000
9.71,0.00288000000000
9.72,0.00280000000000
9.73,0.00272000000000
9.74,0.00265000000000
9.75,0.00259000000000
9.76,0.00253000000000
9.77,0.00240000000000
9.78,0.00236000000000
9.79,0.00231000000000
9.8,0.00228000000000
9.81,0.00224000000000
9.82,0.00221000000000
9.83,0.00218000000000
9.84,0.00215000000000
9.85,0.00213000000000
9.86,0.00211000000000
9.87,0.00209000000000
9.88,0.00208000000000
9.89,0.00206000000000
9.9,0.00205000000000
9.91,0.00204000000000
9.92,0.00203000000000
9.93,0.00202000000000
9.94,0.00202000000000
9.95,0.00202000000000
9.96,0.00201000000000
9.97,0.00201000000000
9.98,0.00201000000000
9.99,0.00202000000000
10,0.00202000000000
10.01,0.00202000000000
10.02,0.00203000000000
10.03,0.00204000000000
10.04,0.00205000000000
10.05,0.00206000000000
10.06,0.00207000000000
10.07,0.00208000000000
10.08,0.00209000000000
10.09,0.00211000000000
10.1,0.00212000000000
10.11,0.00214000000000
10.12,0.00216000000000
10.13,0.00218000000000
10.14,0.00220000000000
10.15,0.00222000000000
10.16,0.00225000000000
10.17,0.00227000000000
10.18,0.00230000000000
10.19,0.00233000000000
10.2,0.00236000000000
10.21,0.00239000000000
10.22,0.00242000000000
10.23,0.00245000000000
10.24,0.00249000000000
10.25,0.00253000000000
10.26,0.00257000000000
10.27,0.00261000000000
10.28,0.00265000000000
10.29,0.00270000000000
10.3,0.00274000000000
10.31,0.00279000000000
10.32,0.00277000000000
10.33,0.00283000000000
10.34,0.00289000000000
10.35,0.00295000000000
10.36,0.00301000000000
10.37,0.00308000000000
10.38,0.00315000000000
10.39,0.00322000000000
10.4,0.00330000000000
10.41,0.00338000000000
10.42,0.00347000000000
10.43,0.00356000000000
10.44,0.00372000000000
10.45,0.00382000000000
10.46,0.00385000000000
10.47,0.00396000000000
10.48,0.00408000000000
10.49,0.00420000000000
10.5,0.00433000000000
10.51,0.00447000000000
10.52,0.00462000000000
10.53,0.00478000000000
10.54,0.00494000000000
10.55,0.00512000000000
10.56,0.00531000000000
10.57,0.00552000000000
10.58,0.00573000000000
10.59,0.00597000000000
10.6,0.00622000000000
10.61,0.00649000000000
10.62,0.00678000000000
10.63,0.00710000000000
10.64,0.00745000000000
10.65,0.00775000000000
10.66,0.00816000000000
10.67,0.00862000000000
10.68,0.00912000000000
10.69,0.00967000000000
10.7,0.01028000000000
10.71,0.01096000000000
10.72,0.01172000000000
10.73,0.01258000000000
10.74,0.01356000000000
10.75,0.01466000000000
10.76,0.01594000000000
10.77,0.01741000000000
10.78,0.01912000000000
10.79,0.02114000000000
10.8,0.02355000000000
10.81,0.02644000000000
10.82,0.02997000000000
10.83,0.03434000000000
10.84,0.03986000000000
10.85,0.04697000000000
10.86,0.05635000000000
10.87,0.06910000000000
10.88,0.08708000000000
10.89,0.11386000000000
10.9,0.15962000000000
10.91,0.26653000000000
10.92,0.57728000000000
10.93,1.33522000000000
10.94,2.51661000000000
10.95,3.24578000000000
10.96,2.86379000000000
10.97,2.33930000000000
10.98,1.76277000000000
10.99,1.01867000000000
11,0.48661000000000
11.01,0.23615000000000
11.02,0.14221000000000
11.03,0.10267000000000
11.04,0.08030000000000
11.05,0.06545000000000
11.06,0.05503000000000
11.07,0.04747000000000
11.08,0.04188000000000
11.09,0.03768000000000
11.1,0.03452000000000
11.11,0.03214000000000
11.12,0.03036000000000
11.13,0.02908000000000
11.14,0.02821000000000
11.15,0.02769000000000
11.16,0.02748000000000
11.17,0.02756000000000
11.18,0.02792000000000
11.19,0.02854000000000
11.2,0.02945000000000
11.21,0.03064000000000
11.22,0.03215000000000
11.23,0.03401000000000
11.24,0.03628000000000
11.25,0.03902000000000
11.26,0.04231000000000
11.27,0.04627000000000
11.28,0.05106000000000
11.29,0.05689000000000
11.3,0.06403000000000
11.31,0.07289000000000
11.32,0.08402000000000
11.33,0.09823000000000
11.34,0.11674000000000
11.35,0.14142000000000
11.36,0.17531000000000
11.37,0.22360000000000
11.38,0.29676000000000
11.39,0.42695000000000
11.4,0.74662000000000
11.41,1.66359000000000
11.42,3.75708000000000
11.43,6.70226000000000
11.44,8.00320000000000
11.45,6.76442000000000
11.46,5.57651000000000
11.47,4.24674000000000
11.48,2.45750000000000
11.49,1.17375000000000
11.5,0.56841000000000
11.51,0.33882000000000
11.52,0.24017000000000
11.53,0.18340000000000
11.54,0.14519000000000
11.55,0.11790000000000
11.56,0.09769000000000
11.57,0.08230000000000
11.58,0.07031000000000
11.59,0.06078000000000
11.6,0.05309000000000
11.61,0.04678000000000
11.62,0.04154000000000
11.63,0.03714000000000
11.64,0.03342000000000
11.65,0.03024000000000
11.66,0.02749000000000
11.67,0.02511000000000
11.68,0.02303000000000
11.69,0.02120000000000
11.7,0.01959000000000
11.71,0.01815000000000
11.72,0.01688000000000
11.73,0.01573000000000
11.74,0.01470000000000
11.75,0.01377000000000
11.76,0.01293000000000
11.77,0.01217000000000
11.78,0.01147000000000
11.79,0.01084000000000
11.8,0.01025000000000
11.81,0.00972000000000
11.82,0.00923000000000
11.83,0.00877000000000
11.84,0.00835000000000
11.85,0.00797000000000
11.86,0.00761000000000
11.87,0.00727000000000
11.88,0.00696000000000
11.89,0.00667000000000
11.9,0.00640000000000
11.91,0.00615000000000
11.92,0.00591000000000
11.93,0.00569000000000
11.94,0.00548000000000
11.95,0.00528000000000
11.96,0.00510000000000
11.97,0.00492000000000
11.98,0.00476000000000
11.99,0.00461000000000
12,0.00446000000000
12.01,0.00432000000000
12.02,0.00419000000000
12.03,0.00407000000000
12.04,0.00396000000000
12.05,0.00385000000000
12.06,0.00374000000000
12.07,0.00364000000000
12.08,0.00355000000000
12.09,0.00346000000000
12.1,0.00338000000000
12.11,0.00330000000000
12.12,0.00322000000000
12.13,0.00315000000000
12.14,0.00308000000000
12.15,0.00301000000000
12.16,0.00295000000000
12.17,0.00289000000000
12.18,0.00284000000000
12.19,0.00279000000000
12.2,0.00274000000000
12.21,0.00269000000000
12.22,0.00264000000000
12.23,0.00260000000000
12.24,0.00256000000000
12.25,0.00252000000000
12.26,0.00249000000000
12.27,0.00245000000000
12.28,0.00242000000000
12.29,0.00239000000000
12.3,0.00229000000000
12.31,0.00227000000000
12.32,0.00224000000000
12.33,0.00222000000000
12.34,0.00220000000000
12.35,0.00219000000000
12.36,0.00217000000000
12.37,0.00215000000000
12.38,0.00214000000000
12.39,0.00213000000000
12.4,0.00212000000000
12.41,0.00211000000000
12.42,0.00210000000000
12.43,0.00210000000000
12.44,0.00210000000000
12.45,0.00209000000000
12.46,0.00209000000000
12.47,0.00209000000000
12.48,0.00210000000000
12.49,0.00210000000000
12.5,0.00211000000000
12.51,0.00212000000000
12.52,0.00213000000000
12.53,0.00214000000000
12.54,0.00215000000000
12.55,0.00217000000000
12.56,0.00218000000000
12.57,0.00220000000000
12.58,0.00222000000000
12.59,0.00225000000000
12.6,0.00227000000000
12.61,0.00230000000000
12.62,0.00233000000000
12.63,0.00237000000000
12.64,0.00240000000000
12.65,0.00244000000000
